subj_id,seed,date,computer,block,block_type,trial,proposition_id,feat_type,question,cue,cue_file,mask_type,response_type,word,correct_response,response,rt,is_correct
PVW105,105,2015_Dec_01_1507,LL-Kramer,3,test,149,alligator:nonvisual:yes:2,nonvisual,Is it a reptile?,alligator,alligator_2.wav,mask,prompt,,yes,yes,359.087111428,1
PVW105,105,2015_Dec_01_1507,LL-Kramer,3,test,150,camel:visual:yes:1,visual,Does it have a hump?,camel,camel_3.wav,nomask,prompt,,yes,yes,330.603203736,1
PVW105,105,2015_Dec_01_1507,LL-Kramer,3,test,151,mouse:visual:yes:3,visual,Does it have fur?,mouse,mouse_4.wav,nomask,prompt,,yes,yes,472.299985588,1
PVW105,105,2015_Dec_01_1507,LL-Kramer,3,test,152,table:visual:yes:4,visual,Is it flat?,table,table_4.wav,nomask,prompt,,yes,yes,318.03402584,1
PVW105,105,2015_Dec_01_1507,LL-Kramer,3,test,153,strawberry:nonvisual:yes:2,nonvisual,Does it taste sweet?,strawberry,strawberry_1.wav,nomask,prompt,,yes,yes,116.226493381,1
PVW105,105,2015_Dec_01_1507,LL-Kramer,3,test,154,zebra:nonvisual:no:5,nonvisual,Does it live in jungles?,zebra,zebra_2.wav,nomask,word,chicken,no,yes,694.445849396,0
PVW105,105,2015_Dec_01_1507,LL-Kramer,3,test,155,grasshopper:visual:no:3,visual,Does it have an engine?,grasshopper,grasshopper_1.wav,mask,prompt,,no,timeout,1250.0,0
PVW105,105,2015_Dec_01_1507,LL-Kramer,3,test,156,pig:visual:yes:1,visual,Is it pink?,pig,pig_1.wav,nomask,prompt,,yes,yes,402.592705563,1
PVW105,105,2015_Dec_01_1507,LL-Kramer,3,test,157,bottle:visual:no:4,visual,Does it have eyes?,bottle,bottle_3.wav,nomask,prompt,,no,no,260.436278768,1
PVW105,105,2015_Dec_01_1507,LL-Kramer,3,test,158,table:visual:no:5,visual,Is it round?,table,table_4.wav,mask,prompt,,no,yes,178.988205269,0
PVW105,105,2015_Dec_01_1507,LL-Kramer,3,test,159,lion:nonvisual:yes:5,nonvisual,Does it roar?,lion,lion_4.wav,nomask,prompt,,yes,yes,434.144007042,1
PVW105,105,2015_Dec_01_1507,LL-Kramer,3,test,160,elephant:nonvisual:yes:4,nonvisual,Is it used in circuses?,elephant,elephant_3.wav,nomask,prompt,,yes,yes,500.328728929,1
PVW105,105,2015_Dec_01_1507,LL-Kramer,3,test,161,giraffe:visual:yes:2,visual,Is it tall?,giraffe,giraffe_4.wav,mask,word,giraffe,yes,yes,401.100139134,1
PVW105,105,2015_Dec_01_1507,LL-Kramer,3,test,162,elephant:nonvisual:no:1,nonvisual,Is it a rodent?,elephant,elephant_1.wav,mask,prompt,,no,yes,971.00075148,0
PVW105,105,2015_Dec_01_1507,LL-Kramer,3,test,163,apple:visual:yes:1,visual,Is it red?,apple,pineapple_3.wav,nomask,prompt,,yes,no,344.91205588,0
PVW105,105,2015_Dec_01_1507,LL-Kramer,3,test,164,donkey:visual:yes:1,visual,Does it have legs?,donkey,donkey_3.wav,nomask,prompt,,yes,yes,792.0804061,1
PVW105,105,2015_Dec_01_1507,LL-Kramer,3,test,165,strawberry:visual:yes:2,visual,Does it have seeds?,strawberry,strawberry_3.wav,nomask,word,strawberry,yes,yes,490.645135753,1
PVW105,105,2015_Dec_01_1507,LL-Kramer,3,test,166,grasshopper:visual:yes:2,visual,Does it have legs?,grasshopper,grasshopper_4.wav,mask,prompt,,yes,yes,374.518509023,1
PVW105,105,2015_Dec_01_1507,LL-Kramer,3,test,167,pig:nonvisual:no:1,nonvisual,Is it tropical?,pig,pig_2.wav,nomask,prompt,,no,no,649.337260053,1
PVW105,105,2015_Dec_01_1507,LL-Kramer,3,test,168,tiger:visual:no:2,visual,Is it brown?,tiger,tiger_3.wav,nomask,prompt,,no,no,326.547381468,1
PVW105,105,2015_Dec_01_1507,LL-Kramer,3,test,169,giraffe:nonvisual:yes:2,nonvisual,Does it live in Africa?,giraffe,giraffe_2.wav,mask,prompt,,yes,yes,342.722340487,1
PVW105,105,2015_Dec_01_1507,LL-Kramer,3,test,170,apple:nonvisual:yes:3,nonvisual,Is it eaten in pies?,apple,apple_3.wav,nomask,prompt,,yes,yes,490.546868183,1
PVW105,105,2015_Dec_01_1507,LL-Kramer,3,test,171,chair:visual:yes:4,visual,Does it have a seat?,chair,chair_1.wav,mask,prompt,,yes,yes,553.099563345,1
PVW105,105,2015_Dec_01_1507,LL-Kramer,3,test,172,bottle:nonvisual:no:3,nonvisual,Is it a carnivore?,bottle,bottle_4.wav,mask,prompt,,no,no,751.912999898,1
PVW105,105,2015_Dec_01_1507,LL-Kramer,3,test,173,camel:visual:yes:4,visual,Is it large?,camel,camel_1.wav,nomask,prompt,,yes,yes,1038.09484188,1
PVW105,105,2015_Dec_01_1507,LL-Kramer,3,test,174,rabbit:nonvisual:yes:6,nonvisual,Does it make noises?,rabbit,rabbit_1.wav,mask,word,rabbit,yes,timeout,1250.0,0
PVW105,105,2015_Dec_01_1507,LL-Kramer,3,test,175,deer:nonvisual:yes:3,nonvisual,Is it a mammal?,deer,camel_4.wav,nomask,word,deer,yes,yes,312.290702946,1
PVW105,105,2015_Dec_01_1507,LL-Kramer,3,test,176,mouse:visual:yes:1,visual,Does it have a tail?,mouse,mouse_4.wav,mask,word,mouse,yes,yes,382.495719008,1
PVW105,105,2015_Dec_01_1507,LL-Kramer,3,test,177,camel:nonvisual:no:4,nonvisual,Does it live on a farm?,camel,camel_4.wav,nomask,prompt,,no,no,295.671463013,1
PVW105,105,2015_Dec_01_1507,LL-Kramer,3,test,178,table:nonvisual:yes:2,nonvisual,Is it found in kitchens?,table,table_2.wav,mask,prompt,,yes,yes,478.169102222,1
PVW105,105,2015_Dec_01_1507,LL-Kramer,3,test,179,tiger:visual:yes:3,visual,Is it orange?,tiger,tiger_4.wav,nomask,prompt,,yes,yes,273.70196674,1
PVW105,105,2015_Dec_01_1507,LL-Kramer,3,test,180,penguin:nonvisual:yes:2,nonvisual,Is it unable to fly?,penguin,swan_4.wav,mask,prompt,,yes,no,579.216746613,0
PVW105,105,2015_Dec_01_1507,LL-Kramer,3,test,181,rabbit:visual:yes:4,visual,Does it have a tail?,rabbit,rabbit_2.wav,nomask,word,rabbit,yes,yes,768.381480128,1
PVW105,105,2015_Dec_01_1507,LL-Kramer,3,test,182,chicken:nonvisual:yes:5,nonvisual,Does it live in a coop?,chicken,chicken_2.wav,mask,prompt,,yes,yes,183.566730469,1
PVW105,105,2015_Dec_01_1507,LL-Kramer,3,test,183,elephant:visual:yes:3,visual,Does it have four legs?,elephant,elephant_4.wav,mask,word,elephant,yes,timeout,1250.0,0
PVW105,105,2015_Dec_01_1507,LL-Kramer,3,test,184,pineapple:nonvisual:yes:1,nonvisual,Is it juicy?,pineapple,pineapple_1.wav,mask,prompt,,yes,yes,304.027975537,1
PVW105,105,2015_Dec_01_1507,LL-Kramer,3,test,185,alligator:visual:yes:1,visual,Does it have a long tongue?,alligator,alligator_3.wav,nomask,prompt,,yes,no,299.588047899,0
PVW105,105,2015_Dec_01_1507,LL-Kramer,3,test,186,swan:visual:yes:1,visual,Does it have a long neck?,swan,swan_1.wav,mask,prompt,,yes,yes,351.767040789,1
PVW105,105,2015_Dec_01_1507,LL-Kramer,3,test,187,dog:visual:yes:5,visual,Does it have a nose?,dog,dog_1.wav,nomask,prompt,,yes,yes,315.262391232,1
PVW105,105,2015_Dec_01_1507,LL-Kramer,3,test,188,lion:nonvisual:no:1,nonvisual,Is it found in kitchens?,lion,lion_1.wav,nomask,prompt,,no,no,272.836131044,1
PVW105,105,2015_Dec_01_1507,LL-Kramer,3,test,189,tiger:visual:yes:4,visual,Does it have whiskers?,tiger,tiger_4.wav,mask,word,tiger,yes,yes,299.298048951,1
PVW105,105,2015_Dec_01_1507,LL-Kramer,3,test,190,alligator:visual:yes:4,visual,Does it have a tail?,alligator,bottle_4.wav,mask,word,alligator,yes,no,612.184434198,0
PVW105,105,2015_Dec_01_1507,LL-Kramer,3,test,191,penguin:visual:yes:3,visual,Does it have feet?,penguin,penguin_3.wav,mask,prompt,,yes,yes,327.572299168,1
PVW105,105,2015_Dec_01_1507,LL-Kramer,3,test,192,swan:nonvisual:no:2,nonvisual,Does it grow on trees?,swan,swan_2.wav,nomask,prompt,,no,yes,914.420561865,0
PVW105,105,2015_Dec_01_1507,LL-Kramer,3,test,193,pineapple:visual:no:3,visual,Does it have whiskers?,pineapple,pineapple_4.wav,mask,prompt,,no,no,292.755790055,1
